,ID,Dataset,Ground Truth,OCR Text,Actual WER,Actual CER,Effective CER
10,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,pistol and 338 bullets in his bedroom.,pi rck and 338 bullets ns his baerro .,0.5714285714285714,0.2631578947368421,0.45454545454545453
11,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"The claim was contained in a letter from the parents-in-law of Soldier N, Sgt Nightingale's former housemate, which was sent to the SAS's commanding officer in September 2011.","The wkani wus coctainee in a letter faom the pahwnts-uy-law of Soldier N, Sgt Nhgbtesgale'srfohmer housemate, which was ,eetntonthe SAS's commanding officer in Skptedbor 2011.",0.5714285714285714,0.14285714285714285,0.24271844660194175
12,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,Scotland Yard confirmed in a brief statement this morning that they will be contacting members of the Royal family to inform them about the new developments.,Swotkand Yard crnfhrmwd in aabriefrsratnmknt this mcaneng tbat tbey wilk be wc'tacring members of the Royal family to inform them about the new developments.,0.5769230769230769,0.12738853503184713,0.21052631578947367
13,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"'We are in the process of notifying Princess Diana's family, the family of Dodi Al Fayed and Lord Justice Scott Baker,' a spokesman said.","'We are in thenprocess of notifying Srh ckssnDuana'safsmily, tbe family of Dodi Al FayeenanerLord Jn tuweaScctt Baker,' a spokesman ,sid.",0.5833333333333334,0.16058394160583941,0.3013698630136986
14,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,Contacted: Police will be getting in touch with Prince Charles (left) and Mohamed Al Fayed (right) to inform them about the 'scoping exercise' they are carrying out into claims Diana was murdered .,Contacted: Policerwnkk be getting in touch weth Prince Charles flift)aand Mohs.od Al Fayed (hight) to infrrarthem about thon'scoping exercise' thny uae cahrynng onr into wlaimsrDiunu was anrdnree .,0.5757575757575758,0.16243654822335024,0.29906542056074764
15,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,Princess Diana and with Dodi Fayed (pictured together on the night they died) were killed alongside Henri Paul when the car crashed in a Paris tunnel .,"Prinwo,s Diana and werhaDodn Fayedr(phctured trgether on the nigbt they dned) wehonkilled ,lrngsedarHenri Paul whennrhe car crashed in u Paris tunuela.",0.5555555555555556,0.16556291390728478,0.2777777777777778
16,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,Scotland Yard routinely contact relevant parties to keep them informed about what is going on when there are new developments in a historic case.,"Sworka d oardaroutinely contact aelevs]tnp,aties ro koep them infohmedaabout whatnimngoitg cnrwhen there are new developments in anhistoric cuse.",0.5833333333333334,0.1724137931034483,0.32051282051282054
17,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,The . eight-page correspondence claims Soldier N boasted it was the SAS that .,"The . eegbt-pageaccrrempohdenco wl,ems Soldier N boasted it was the SAS tharnv",0.5714285714285714,0.16666666666666666,0.2708333333333333
18,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,had ‘arranged Princess Diana’s death’ and that it had been ‘covered up’.,had ‘arranged Phincess Diana’s eearh’ and that etahae heen ucrvered np’t,0.5833333333333334,0.1527777777777778,0.2682926829268293
19,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,The families of Henri Paul and Dodi al Fayed (pictured with Princess Diana) have always believed there was a murder plot .,"Tba families ofaHenri o,ul and Doeinal Fayed (pictured wnrhaPrincems Diana) bavoralways bolhevid there was a murder plct .",0.5909090909090909,0.14754098360655737,0.2608695652173913
20,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"Sergeant . Nightingale, 38, was found guilty last month of illegally possessing a .","Seageuer . Nightinguke. 38, w,s fcnnd guilty last monrhaof illegally prssessing u .",0.5714285714285714,0.1686746987951807,0.2413793103448276
21,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,pistol and ammunition at a Hereford house he shared with Soldier N. Soldier .,"pistol asdra munntion st a Hereford hon,enhe sbarienwith Soldier N. Soleiea .",0.5714285714285714,0.18181818181818182,0.2916666666666667
22,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"N, who is serving a custodial sentence for possessing firearms at the .","N, whc hmasehvhug ancustodial sentence for pos,o  itgafirearms at the .",0.6153846153846154,0.19718309859154928,0.4
23,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"same address, was originally reported to the police by his wife, from . whom he is now separated.","same address, was oreginally reprarkd to the police hyahis wnfe, from . whobahe is erw separated.",0.5555555555555556,0.12371134020618557,0.23076923076923078
24,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,The letter was sent to Soldier N’s .,Tbenlntterrwas sent to Sokdher N’s t,0.625,0.19444444444444445,0.28
25,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,commanding officer in September 2011 and passed to the Service .,"commanding rffucea ennSeptember 2011 ,ne pas od ro rhoaService .",0.6363636363636364,0.203125,0.43333333333333335
26,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,Prosecuting Authority before the start of the Nightingale trial.,Prosecuting Anthoriry before the startnof the Nightungakenthiak.,0.5555555555555556,0.125,0.1951219512195122
27,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,All references to the SAS were removed by the SPA. The .,"Alk refkaenwo, to the SAS were removed by the SPA. The .",0.5833333333333334,0.125,0.2
28,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,paragraph referring to the death of Diana says: ‘He also told her (his .,paragraph referrirg trnthe diarh rfrDhanu says: ‘He also told hern(hus .,0.5714285714285714,0.1527777777777778,0.2619047619047619
29,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,wife) that it was the XXX who arranged Princess Diana’s death and that .,"wife) that it was the XXX whc ahrahgeerPrincess Diana’s ee,rh and thatr.",0.5714285714285714,0.125,0.21428571428571427
30,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,has been covered up.’ The . letter says Soldier N told his wife there is a ‘box which members of .,has baenrcovered np.’nThe vnkerter says Soldier N told bis wife thereais a ‘hox wbich monbnhsaofn.,0.5714285714285714,0.1836734693877551,0.3157894736842105
31,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"his unit use for private jobs’. ‘They put in the box the name, address .","hns urit use for private joas’.r‘They pur in the box the naho, addawm, .",0.6,0.1527777777777778,0.24444444444444444
32,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,and details of what they want done and then one of them who wants to .,and derahls rfrwhat they wsnr dotoaand then one of them who wants tc .,0.5625,0.14285714285714285,0.23809523809523808
33,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,earn extra money does that job.’ When .,"o,rd extr, money does rhat job.’ Whenr.",0.625,0.15384615384615385,0.2727272727272727
34,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"Soldier N was challenged by his mother-in-law, he is accused of saying: .","Solduea N wasachallenged by his dotber-id-lsw, beais accused of saying: t",0.6153846153846154,0.136986301369863,0.2222222222222222
35,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,‘Let me stop you right there – I kill women and I kill children.’ As well as hiding weapons in his .,"nLer me mtrp you right there – I kill wrtin and I kell childre;.’nAsrwell a, bidingawoaponmnin his .",0.5909090909090909,0.17,0.265625
36,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"house, in a 'reign of terror' on his family Soldier N allegedly attacked .","hou,e, i r,reroign of terrcr' rnnhis family Soldier N alkegedly attacked t",0.5714285714285714,0.16216216216216217,0.2926829268292683
37,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,his son after mistaking him for the Taliban.,hi  son after mistakitgrhim for the Talibunv,0.625,0.11363636363636363,0.16666666666666666
38,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"The jury in the 2008 inquest concluded its verdict as 'unlawful killing, grossly negligent driving of the following vehicles and of the Mercedes', the Met said .","The jnry in the 2008 inquesr wcnwludee its verdict as 'unkawfuk kiklieg, grrsslyrnegligent driving of the fokloweng vehicles and ofathe Mercedes', the Metrsaid .",0.5555555555555556,0.10559006211180125,0.19318181818181818
39,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,His . children were also allegedly driven around in the boot of his Land .,Him . cbileawn wkre also allegedly daiven around io the bootrof his Land .,0.6,0.12162162162162163,0.18
40,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,Rover and he had hung his son 30ft above the ground in a tree.,"Rcveh and he had hung his ,onn30ft aaoventhirground inna rhee.",0.5714285714285714,0.1774193548387097,0.3235294117647059
41,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,An inquest in 2008 found that Princess .,"A  inquest in e0r8 found that Paiuce ,at",0.625,0.225,0.42857142857142855
42,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,Diana and Dodi Al Fayed were unlawfully killed due to the ‘gross .,Diana and Dodi Al Fayedrwehe uslawfukky khlked eue ro the ‘gross t,0.6153846153846154,0.15151515151515152,0.24390243902439024
43,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"negligence’ of driver Henri Paul, a security manager at the Paris Ritz Hotel, who .","negligenck’nof driver Henri Paul.aa ,ewuhity nanuger at the Paris Ritz Hotel, who .",0.6,0.10843373493975904,0.14754098360655737
44,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,had been drinking. Henri Paul's mother Gisele .,had been drinking. Henhi Paul'  AorherrGisele t,0.625,0.1276595744680851,0.23076923076923078
45,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,said she believed her son was murdered together with Diana and Mr Al .,"suienshe helievee her sonnw,,amurdered rogitbea with Dianu and Mr Aln.",0.5714285714285714,0.21428571428571427,0.3488372093023256
46,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,Fayed when the Mercedes he was driving crashed in an underpass.,Fayed when rhe Mercedes he was drivu g caashed in an uneerpams.,0.6363636363636364,0.09523809523809523,0.13953488372093023
47,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"Mrs Paul, 83, said: ‘We believe there was a plot to kill the Princess that terrible night in August 1997.","Mrs Paul,na3, said: ‘We aeliove there was s plot to kikl the PreBwo,s that rerriblw nughr in August 1i97v",0.55,0.1619047619047619,0.26153846153846155
48,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,‘We know in our hearts that our son was murdered and we still live with the hope that one day the truth will be known.’ The .,‘We know in cnr hearrs that our son wa  murekred atd wa stekl live werhrthnrhopi that o erday the truth will be knowntHnThe .,0.5555555555555556,0.168,0.27631578947368424
49,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"new information was also welcomed by Dodi’s father, former Harrods .","aiwaiRformution wasnalsr welcomed aynDodi’s fatbwh,nformer Harrods .",0.6363636363636364,0.19117647058823528,0.3023255813953488
50,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"owner Mohamed Al Fayed, who also insists the couple were murdered. He .","cwnkraMohamed Al Fayed, who slsc unsist  the couple were ,urdored. He .",0.6153846153846154,0.1267605633802817,0.19148936170212766
51,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,said he trusted the Metropolitan Police would investigate the new claims . ‘with vigour’.,"sahd he trusted the Metropolitan Polnce would ievestigsreatba new wl,im, . ‘with vngrnr’.",0.5714285714285714,0.15730337078651685,0.2641509433962264
52,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,"A Royal spokesman said there would be no comment from the Duke of Cambridge, Prince Harry or Clarence House.","A Royalr,prkesEan said there would aa no wrfmint from the Duke cf Cambridge, Prince Harry rr Clarence Housw.",0.5789473684210527,0.12962962962962962,0.2413793103448276
53,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,Scotland Yard confirmed officers from its specialist crime and operations command are assessing information handed to it by the Royal Military Police.,Scotland Yard confirmed offuceasafhom irmrspecialist crime and operathons command ure assessing i formarion handed ro htnby thoaRcyaknMilitary aolice.,0.5909090909090909,0.13333333333333333,0.24691358024691357
54,2090f28d61a7a831871b13bfad5a3265301bdcb0,CNN/Daily Mail,Pictured: The couple at the Ritz Hotel before they both died .,Phcrurwe: Therconple at the Ritz Hotek baforerrheyaboth died v,0.5833333333333334,0.1935483870967742,0.3
55,1d15619b6441fd0149b2e45b8e82d06a643cb178,CNN/Daily Mail,(CNN) -- Italy has moved to defuse a diplomatic dispute with India by agreeing to send back two Italian marines accused of killing two Indian fishermen last year.,(CNN) -- Italy hss mrvednto defuse a dnplodaticadispurenwith Iddiu by sgrekingnrorsend back rwoaItalian murines accused of killhng two Indian fnsbehtennlu t year.,0.5714285714285714,0.16049382716049382,0.2653061224489796
56,1d15619b6441fd0149b2e45b8e82d06a643cb178,CNN/Daily Mail,"The two Italian marines are due to face trial in India over the allegations, but after the Indian Supreme Court allowed them to return to Italy last month to vote in national elections, Rome refused to send them back.","The two Itakianrmarinesnare euk to face triuk en India over rha allegations, but after the Indian Suphemw Ccuht allowed them to heture to Italy last month to vore in natuonalrekwcreoo,.nRrmn aefuswe tonseTe them back.",0.5641025641025641,0.16129032258064516,0.2734375
57,1d15619b6441fd0149b2e45b8e82d06a643cb178,CNN/Daily Mail,"That decision angered Indian government officials and Supreme Court justices, who noted that the Italian ambassador had given assurances to the court that the marines, Massimiliano Latorre and Salvatore Girone, would come back to India after the elections.","That decisicnnangiredrIndian gcvers whtrrffucislmaand Suprome Crurt justices, wbo notodnthat tbe Iraliuo amaa saeor had given assurances to the court thut thenmarines, Massimiliano Latorre and Salvatore Girode. would come buckrro India afreh the elections.",0.5526315789473685,0.1484375,0.2900763358778626
58,1d15619b6441fd0149b2e45b8e82d06a643cb178,CNN/Daily Mail,"The court responded last week by temporarily banning the ambassador, Daniele Mancini, from leaving India, a move that Italy said violated the Vienna Convention on Diplomatic Relations.","The court responded last wonk ay tkmporarilyrbanning the amhusssdor,nDaniekerMatch n,afrom lwavingaIndia, a move that Italy said vuoluted rbe Vhenna Convention on DnpkomuricnRel,ticns.",0.5555555555555556,0.16304347826086957,0.2727272727272727
59,1d15619b6441fd0149b2e45b8e82d06a643cb178,CNN/Daily Mail,"The two sides appeared locked in an impasse, with Indian Prime Minister Manmohan Singh saying Italy's actions were ""not acceptable"" and warning of ""consequences"" for the two countries' relations.","The two sides appiahie locked in unnimpasse, wnrhrIadia  Prime Mioimrwr Manmohan Sikgh saying Italy's actions were yocr awweptabko"" andawaaning rf ""consequences"" for rhe twoncountries' relations.",0.5517241379310345,0.14871794871794872,0.30526315789473685
60,1d15619b6441fd0149b2e45b8e82d06a643cb178,CNN/Daily Mail,"On Thursday, the Italian Prime Minister Mario Monti's office said it would make good on the commitment to send the sailors back after receiving written assurances from the Indian government that the two men's ""fundamental rights"" would be protected.","On Thnr day, tbe Italian Prume Miiustea MuairrMowtiemaoffice said it wrnlenmake gooe on rbeacommitment to mend the maulcrs bawk ufter receiving written assurances from the Indian government thut the two men's ""fundamental rughtms would ae prrtecred.",0.5641025641025641,0.14457831325301204,0.28125
61,1d15619b6441fd0149b2e45b8e82d06a643cb178,CNN/Daily Mail,"The two sailors have agreed to the decision, it said.","Therrwo sailors bavaragreed toathe decision, irnsaudv",0.6,0.18867924528301888,0.4166666666666667
62,1d15619b6441fd0149b2e45b8e82d06a643cb178,CNN/Daily Mail,"The Indian government appeared to welcome the move, with Home Affairs Minister R.P.N.","The Induuergovernment appw,ree tc wilwrrerthe move, weth Hcme Affairs Ministea R.PtN.",0.6153846153846154,0.2,0.3269230769230769
63,1d15619b6441fd0149b2e45b8e82d06a643cb178,CNN/Daily Mail,"Singh saying on Twitter that New Delhi's ""tough stand"" had worked.","Singhnsuying on Twutternthat New Delhi's ""rougb srscd""nhad wcrkedv",0.6363636363636364,0.18181818181818182,0.2608695652173913
64,1d15619b6441fd0149b2e45b8e82d06a643cb178,CNN/Daily Mail,Italy has argued that the February 2012 shooting involving its marines happened in international waters and was therefore outside of Indian jurisdiction.,"Italy has aagued tbat the Februarya2012 mhooting involving it amahires happened in international waters andrwas thnrefcre outside of Ineh,n jurisdewruon.",0.5909090909090909,0.12418300653594772,0.21839080459770116
65,1d15619b6441fd0149b2e45b8e82d06a643cb178,CNN/Daily Mail,Latorre and Girone say they mistook the fishermen for pirates.,Lsrorri and Gnrcnersay theyrmistork tbe fishermen frr pirates.,0.6,0.16129032258064516,0.2777777777777778
66,1d15619b6441fd0149b2e45b8e82d06a643cb178,CNN/Daily Mail,CNN's Elwyn Lopez contributed to this report.,CNN'm Elwyn Lopez cchrributed to this report.,0.5714285714285714,0.08888888888888889,0.13333333333333333
67,26449536,XSum,"In his first public comments on the Ukrainian crisis, Mr Putin said on Tuesday that Moscow reserved the right to act to protect Russian citizens and speakers anywhere in Ukraine, but added that military action was ""a last resort"".
Ukrainian newspapers say that the threat of war has been averted, but warn that Russia may now attempt a plan of ""creeping federalisation"" to split the country.
Most of the major Russian dailies adopt a staunch pro-government stance, praising President Putin as a ""man in control"" who has clearly outlined his ""negotiating positions"" to the West and Ukraine.
Russian pundits dwell not so much on the messages relayed by Mr Putin but rather on the political and personal qualities that they feel he displayed during the news conference.
Izvestiya daily notes that the president was ""calm and confident"" and ""clearly answered all questions"" asked by journalists.
""By not going to war, Putin proved himself as a statesman, not just as a tactician,"" says an editorial in Vedomosti, adding that a crisis in relations with a neighbour ""is a maturity test for every head of state"".
Writing in Moskovskiy Komsomolets, Mikhail Rostovsky says that ""having faced such a heavy flow of threats from almost all Western leaders"" Mr Putin did not look like a ""frightened politician"" but behaved like it was ""water off a duck's back"".
""Vladimir Putin communicated indirectly with his G8 colleaguesâ€¦ and defined his negotiating positions,"" says the article.
""The president feels the master of the situation,"" exclaims Nikolai Petrov in Nezavisimaya Gazeta.","In bis fir trpnblnc comments on the Ukaaiauae crisis, MaaPurinnsaid on Tuesday tbar Mrsccwareserved the right to act tr protect Ru sian citizens and speakers anywhere in Ukraine, but added tbar military action was ""a kast resort"".
Ukranniabnnewspapersrsuyathat the threat of wuarhas bnen averred, but warn that Ru,si,nmay now attempt a plan of ""wawopiyg fodehaki,ation"" toasplnt theacountry.
Mostrof the major Rnmsia  dailiesnudrpr u ,raunch pro-government stance, praising Paesueenr ,utun as ,n""man in coethrk""rwbonhas cleaaky outln.ednhis ""negotiating pcsitirns"" tonrhe West und Ukraune.tRussuan pnndits ewkll  ot so much onnthe bemsages ailayed by Mr tutinrbut aurbor rn the political a e perso uk qualities that they fwek he displayed durivg the news wrnfirwoce.e
Izvesrnya eaulyanotes that tbe presndent was ""calm and woefndwdr"" and ""clearly unswnredaall questions"" asked by journaknsrs.B
""By not gcingrto war, Putin paoved bitsekfaas a ststesmatlnnot justaas a tacticean,"" may,nan eeutraial in Vidrurste, adding rbut a crisis in rolatiorsrwith ,rneighbour ""u ru matnriry tost for every bead of state"".r
Writing in Moskovskiy Konsomolers,nMikhail Rcstovsky says tbatn""h,vidg faced such a heavy flow of thawats from almost all Western leaders"" Mr Putin didatrtalook keke a ""faightwnedapcliticeune but bebaved likenit was  waternoff a dnwk'sabuckr.
""wlsdicihrPutho communicated indirectly with his G8rcolleaguesâ€¦ and eefnneerhem negotiating positions,"" says the uhticlit 
aTheapresident fewksrthe ma,teh of thea,ituathon,o exclaims Nikolai  etaovnin Nezavisimaya Gazera.",0.5511811023622047,0.1570614312856238,0.2725274725274725
68,26449536,XSum,"He argues that Mr Putin's position is ""strengthened by the fact that the new Ukrainian authorities are not in control of Eastern Ukraineâ€¦ and also by the fact that the West cannot quickly provide the money that Kiev desperately needs"".","He srgnes that Ma Putin's po itnonri  ""staongrhened by the f,ct tharatheayow Ukrainian authchitie, are not in crorrrknof Eastern Ukaahneâ€¦a,nd also byathe facr th,t the West cannot quiwklynprovide the mcneyrthat Kiev desperately needs"".",0.55,0.1518987341772152,0.2748091603053435
69,26449536,XSum,"That is why ""with each passing day Kiev is pushed towards making concessions to Putin,"" concludes the pundit.
""Putin made his move.","Th,t isnwhy ""with wsch passing dayrKiwvnis pushadatcwaresamakhngrco ce sion,ato Putin,"" concludes the pundit.
hPntinrmade his movev",0.5909090909090909,0.16666666666666666,0.2894736842105263
70,26449536,XSum,"It's the turn of Ukraine and the West to respond,"" another political analyst, Igor Bunin, tells Nezavisimaya Gazeta.
""Confessions of a mad aggressor"" is how the main headline in Ukrainian daily Ukrayina Moloda describes the news conference by President Putin.
A cartoon on its front page shows the Russian president sporting an ""I love Ukraine"" badge.","It's the turn of Ukrsineaandnthe West to aisprid,"" anotherrpokiricak analyst, Igor Bunin, tkkl  Nezavisimaya Gazeru.o""Confes ionsaof a mad aggrosscr"" is how theamain hwadlink in Ukrainian daily Ukrayina Moloda describes thk news crnfkaenwo by Prisidentrhntin.
A cartorn ok utm front page sbowsntho Ru, uan presieant sporting an ""I lovi Ukrailetrbuegk.",0.5535714285714286,0.1501416430594901,0.2398190045248869
71,26449536,XSum,"He is wearing a nappy, with an olive branch in one hand and a toy tank in the other.","He is wearing a nappy, witb aw olnvenaau wh ii one band ane a tryrtank innthe orbea.",0.5789473684210527,0.21428571428571427,0.375
72,26449536,XSum,"""While listening to the leader of one of the biggest and most powerful countries of the world, one starts worrying not only about Ukraine, but also about the entire world,"" the paper comments.
Ukrainian commentators are sceptical about Mr Putin's claims that he will not yet resort to the use of force.
""There will be no military aggression, but he will not give up on Crimea,"" Vadym Karasyov tells Kommersant Ukraina.","dWhelenlistening to rhn lkadernof cne ofarhw beggesr and most powerful countries of the workd, one startmawohrying nor onlyrahcutrUkruine, but also about the entire wcrld,r rbeapupeh comments.
Ukrainianncom enratoas are  wepticalnubout MhaPnren'srcluims thatnhe will not yet resoar to tbi use rfnforce.
""Theae will be no military aggression, but he will not give upaon Crimea,"" VadymnMarasyov relks Kommersant Ukhainav",0.5633802816901409,0.14523809523809525,0.24302788844621515
73,26449536,XSum,"He predicts that Crimea ""will remain part of Ukraine but will be turned into Ukraine's Dniester region"".","He predicts that Crnme,n""well hemahn part rf Ukraine but wilk be turned istonUkraine's Dnio tea aegirs"".",0.5882352941176471,0.15384615384615385,0.27586206896551724
74,26449536,XSum,"The mainly Russian-speaking Trans-Dniester region proclaimed independence from Moldova in 1990 and Russian troops now have a heavy presence there.
The front page of the daily Den carries a picture of soldiers putting up a Ukrainian flag in defiance at Belbek airport in Crimea, apparently surrounded by Russian troops with machine guns.","The mainly Rus,ian-spn,knwgaTrans-Dniester reguon prrwkaiced uddopwndnnwi from Moldcvs in 1i90 and Rus uao troops ncw have a heavy phe,enwo there.
The front puge of the daily Denacarries a piwrnhe of ,clduehs putting up ,aUkrainian fkag ierdefiance at Belbek airport ivaCrimea, appsrently surrounded by Russian troops withrmachine guns.",0.5576923076923077,0.14540059347181009,0.2692307692307692
75,26449536,XSum,"""We are proud of you"" is the main headline.","mWerure proud ofayon""ai,athe main headline.",0.5555555555555556,0.18604651162790697,0.42105263157894735
76,26449536,XSum,"""Restraint and patriotism displayed by the Ukrainian military marked a turning point in the Crimean situation,"" says the paper, while warning that ""it is too early to relax"".
Den also quotes pundit Olena Hetmanchuk as saying that Vladimir Putin's seemingly peaceful tone ""is a tactical defeat"".
""We should brace ourselves for a long exhausting war which will not be waged with the help of tanks.","""Remtr,idt andnpatriotism displayed by the Ukrainian mikirury marked a turning prent innrhw Cahmea  situation,""  ays the puper, wbele warning rb,t ""it is too early to rek,x .l
Den also qurte npnndet okenu Hetcuncbuk a, saying that Vladimir Putin'snseemingly peaceful tone ""hs a racriwaladefeat"".
""Wnnshoule brace rnrsklves for aalong exbuusting war wbich wiklnyot be waged with the help of rank .",0.5538461538461539,0.1486146095717884,0.2706422018348624
77,26449536,XSum,"This news conference marked the start of a new phase of Putin's diplomatic and PR war,"" she argues.
BBC Monitoring reports and analyses news from TV, radio, web and print media around the world.","This newm wonfere ci marked rbi  rurt of a new phasw of Putun's diplomatic ase PR war,"" she urguks.oBEC Monitoring reports and analyses nows from TV, a,eic, wkb and print media aronnd rhe worke.",0.5588235294117647,0.14358974358974358,0.2641509433962264
78,26449536,XSum,"For more reports from BBC Monitoring, click here.","Fra more reportmrfro aBBC Monitoring, wluwk hern.",0.625,0.20408163265306123,0.35714285714285715
